URL,title,author,album
https://music.163.com/song?id=464705506,Guillaume Tell (William Tell) (arr. for wind ensemble):Guillaume Tell (William Tell): Overture (arr. for wind ensemble),The President's Own United States Marine Band,Tunes From 'Toons
https://music.163.com/song?id=27540401,Hungarian Dance No.5 in G Minor,Martynas,Martynas
https://music.163.com/song?id=5259426,"Symphony No.40,Mvt.3",Wolfgang Amadeus Mozart,Supreme Stereo Sound Majesty
https://music.163.com/song?id=5276810,少女的祈祷,Various Artists,史上最优美钢琴小品精华
https://music.163.com/song?id=1004124,VÅRSØG,Aage Kvalbein,Sanger fra en cello
https://music.163.com/song?id=27540409,"Piano Sonata No.11 In A, K.331:Alla Turca- Rondo alla Turca (Arr. Martynas & Haywood)",Martynas,Martynas
https://music.163.com/song?id=29005604,"Come, Sweet May",Sky,Mozart
https://music.163.com/song?id=30031809,Menuett aus Divertimento D-dur KV334,Arthur Grumiaux,Favorite Violin Pieces
https://music.163.com/song?id=1905374344,"Transcendental Etude, S. 139: No. 3 in F Major, Paysage",Volkan Öztürk,Liszt's Heaven
https://music.163.com/song?id=29150363,La fille aux cheveux de lin,Ophélie Gaillard,Dreams
https://music.163.com/song?id=554148178,"The Four Seasons: Summer - Concerto No. 2 in G Minor, RV 315: III. Presto","Felix Ayo, I Musici",The Four Seasons
https://music.163.com/song?id=27698864,La Donna Romantica,Ennio Morricone,The Grandmaster (Original Score)
https://music.163.com/song?id=562362123,2 Arabesques: Arabesque No. 1,Martin Jacoby,100 Relaxing Classics for Reading
https://music.163.com/song?id=1003891,Blott en dag,Iver Kleive,Til Trost
https://music.163.com/song?id=1091083,ice,Brian Crain,Piano Opus
https://music.163.com/song?id=222803,炫境,常思思,炫境
https://music.163.com/song?id=31721178,"4 Impromptus, Op. 142, D. 935:No. 2 in A flat major",Wilhelm Kempff,Brahms: 4 Ballades; Intermezzos / Schumann: Piano Sonata No.2 / Schubert: Piano Sonata D566; Impromptu D935 No.2
https://music.163.com/song?id=5041141,Le trublion,Mikelangelo Loconte,Mozart L'opera Rock (Complete Recording)
https://music.163.com/song?id=20952203,I Giorni,Ludovico Einaudi,I Giorni
https://music.163.com/song?id=22501584,Four Romantic Pieces B150 (Op. 75):I. Allegro moderato,Itzhak Perlman,Dvorak / Smetana: Violin Works
https://music.163.com/song?id=26500531,Moonflower,Michael Hoppé,Grace
https://music.163.com/song?id=5355193,"Boléro, M.81",Pierre Boulez,Ravel: Boléro; Ma Mère L'Oye
https://music.163.com/song?id=16261429,Sicilienne,Aage Kvalbein,Franske Mirakler
https://music.163.com/song?id=27599301,"Vivaldi: Allegro (Concerto Op.3;No.10 ""L'Estro Armonico)",Various Artists,Liberal Arts (Original Motion Picture Soundtrack)
https://music.163.com/song?id=2866060,Elegie in C Minor Op. 24,Jacqueline du Pré,Jacqueline du Pré: The Complete EMI Recordings
https://music.163.com/song?id=1699965,"Cello Concerto No. 1 in C Major, Hob. VIIb:1: II. Adagio",马友友,Haydn: Cello Concertos (Remastered)
https://music.163.com/song?id=36190696,"Valse oubliée No.4, S.215/4",Franz Liszt,"Liszt: The Complete Music for Solo Piano, Vol.1 - Waltzes"
https://music.163.com/song?id=25042963,"Herz und Mund und Tat und Leben, BWV 147:No. 10, Choral. ""Jesus bleibet meine Freude""",Andrew Parrott,The Best of Baroque
https://music.163.com/song?id=26883021,"Jesu, Joy Of Man's Desiring",Johann Sebastian Bach,The Greatest Hits
https://music.163.com/song?id=1501611,"Suite No. 1, BWV 1007, In G:Allemande",Janos Starker,Bach: Suites for Solo Cello
https://music.163.com/song?id=356580,天鹅,高志坚,面对面.大提琴VS吉他
https://music.163.com/song?id=26012231,"Prelude in B minor, BWV 855a",Hamish Milne,"Bach: Piano Transcriptions, Vol. 5 – Goedicke, Kabalevsky, Catoire & Siloti"
https://music.163.com/song?id=467681670,"Cello Suite No. 1 in G Major, BWV 1007:VI. Gigue",Mstislav Rostropovich,Bach: Suites for Solo Cello Nos 1 - 6
https://music.163.com/song?id=27087060,Carmen Suite No. 2:III. Nocturne,Royal Philharmonic Orchestra,Bizet: Carmen Suites 1 & 2; Grieg: Gynt Suites 1 & 2
https://music.163.com/song?id=22209127,Old folks at home,Itzhak Perlman,Itzhak Perlman's Greatest Hits
https://music.163.com/song?id=5164943,Waltz No.6 in D Flat Op.64 No.1:Minute,Vladimir Ashkenazy,Ultimate Piano Classics
https://music.163.com/song?id=667069,"Piano Sonata No.1 in C, K.279:2. Andante",内田光子,Mozart: The Piano Sonatas
https://music.163.com/song?id=18279043,Carmen / Act 1:Prélude,Berliner Philharmoniker,Bizet: L'Arlésienne Suites Nos.1 & 2; Carmen Suite
https://music.163.com/song?id=419250357,The Arena,Lindsey Stirling,The Arena
https://music.163.com/song?id=29544059,"Album für die Jugend:No. 5 (""Stchen"") for piano in C major, Op. 68/44",Robert Schumann,"Schumann: Album for the Young, Op. 68"
https://music.163.com/song?id=29104331,Nocturne No.2 Op.9/2,Eugen Cicero Trio,Chopinderful!: Chopin Meets Jazz
https://music.163.com/song?id=1421557694,goldfish.,URii,goldfish.
https://music.163.com/song?id=40143031,"Préludes, Book I, L. 117: VIII. La fille aux cheveux de lin",Dame Moura Lympany,PIANO
https://music.163.com/song?id=27222216,"Variations On A Theme Of Mozart, Op. 9",John Williams,Masters of the Guitar
https://music.163.com/song?id=5057458,"Air -Suite No. 3 In D Major, Bwv 1068",Johann Sebastian Bach,Se7en: Original Motion Picture Soundtrack
https://music.163.com/song?id=1650296,Dalla: Caruso,Luciano Pavarotti,Luciano Pavarotti - The Essential Pavarotti - A Selection Of His Greatest Recordings
https://music.163.com/song?id=154487,永恒的誓约 ,谭盾,卧虎藏龙 电影原声带
https://music.163.com/song?id=29734058,Rinaldo / Act 3:Aria: Sorge nel petto,Christopher Hogwood,Handel: Rinaldo - complete opera (Original 1711 Version) HWV7a (3CDs)
https://music.163.com/song?id=1145380,Clair de Lune (from Suite Bergamasque),Kun Woo Paik,The Very Best of Debussy
https://music.163.com/song?id=27540404,"Carlos Gardel, Alfredo Le Pera: Por Una Cabeza",Martynas,Martynas
https://music.163.com/song?id=1146770,Auld Lang Syne,Charlie Landsborough,The Greatest Gift
https://music.163.com/song?id=138919,土耳其进行曲,欧翠峰,永恒的号角
https://music.163.com/song?id=5259429,4 Allegro con fuoco,群星,Supreme Stereo Sound Majesty
https://music.163.com/song?id=1003873,Jag har hort om en stad ovan malnen,Iver Kleive,Til Trost
https://music.163.com/song?id=26090119,溜冰圆舞曲,Various Artists,发烧古典珍藏 世界著名华尔兹
https://music.163.com/song?id=25294987,Symphony No.40 in G minor K.550:1. Molto allegro,Sir Georg Solti,Ultimate Mozart: The Essential Masterpieces
https://music.163.com/song?id=5052701,"Symphony No. 25 in G Minor, K. 183:1st Movement (As Used in the Film,",Neville Marriner,Amadeus
https://music.163.com/song?id=27876662,Silent Night,The Piano Guys,A Family Christmas
https://music.163.com/song?id=27471609,"Cello Suite No. 1 in G Major, BWV 1007:I. Prelude",Alexander Rudin,BACH (THE VERY BEST OF)
https://music.163.com/song?id=1905610253,Milonga Sin Palabras (Arr. para Flauta e Piano),James Strauss,Piazzolla's Dream
https://music.163.com/song?id=26734831,"Symphony No. 10 in G Major, K. 74:3. Allegro",Berliner Philharmoniker,Mozart: The Symphonies
https://music.163.com/song?id=1003894,Etter en drom,Iver Kleive,Til Trost
https://music.163.com/song?id=27949064,Schubert -Trio In E Flat Op.100,Franz Schubert,最新热歌慢摇17
https://music.163.com/song?id=1463342763,Hidden Waltz,小瀬村晶,Hidden Waltz
https://music.163.com/song?id=36242093,Zigeuner-Epos S695b:No.2 in C major: Andantino,Franz Liszt,"Liszt:The Complete Music for Solo Piano, Vol.58 - New Discoveries, Vol.1"
https://music.163.com/song?id=25961663,Nessun Dorma,Luciano Pavarotti,Carreras · Domingo · Pavarotti: The Three Tenors in Concert
https://music.163.com/song?id=5276818,小星星变奏曲,Wolfgang Amadeus Mozart,史上最优美钢琴小品精华
https://music.163.com/song?id=20952200,In Un'Altra Vita,Ludovico Einaudi,I Giorni
https://music.163.com/song?id=22319192,3 Old Viennese Dances:I. Liebesfreud (Allegro),Franz Rupp,Kreisler plays Kreisler
https://music.163.com/song?id=32737605,"Le Carnaval des Animaux, R. 125:Le Cygne (Arr. Palmer)",Julian Lloyd Webber,Ultimate Cello Classics: The Essential Masterpieces
https://music.163.com/song?id=1003873,Jag har hort om en stad ovan malnen,Iver Kleive,Til Trost
https://music.163.com/song?id=679637,Liange,Anoice,Remmings
https://music.163.com/song?id=5052459,Trio En Mi Bemol Majeur Opus 100 D 929,Schubert,La pianiste (The Piano Teacher)
https://music.163.com/song?id=1300560339,"Concierto No. 1 para piano y orquesta in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso - Allegro con spirito",Orquesta Filarmónica de Alemania,"Tchaikovsky: Piano Concierto No. 1, Op. 23"
https://music.163.com/song?id=2123686,"Le quattro stagioni (The Four Seasons), Concerto No. 1 in E Major, RV 269, 'La primavera': I. Allegro",Anne-Sophie Mutter,Vivaldi: The Four Seasons
https://music.163.com/song?id=25042967,"Brandenburg Concerto No. 2 in F Major, BWV 1047:II. Andante",Mark Bennett,The Best of Baroque
https://music.163.com/song?id=29844440,"peace, again",梶浦由記,TVアニメ「ソードアート・オンラインII」オリジナルサウンドトラック Vol.1
https://music.163.com/song?id=1699968,"Cello Concerto No. 1 in C Major, Hob. VIIb:1: IIIa. Allegro molto",马友友,Haydn: Cello Concertos (Remastered)
https://music.163.com/song?id=1501616,"Suite No. 1, BWV 1007, In G:Courante",Janos Starker,Bach: Suites for Solo Cello
https://music.163.com/song?id=22501584,Four Romantic Pieces B150 (Op. 75):I. Allegro moderato,Itzhak Perlman,Dvorak / Smetana: Violin Works
https://music.163.com/song?id=36190697,"Vierter Mephisto-Walzer ""Mephisto Waltz No.4"", S.696",Franz Liszt,"Liszt: The Complete Music for Solo Piano, Vol.1 - Waltzes"
https://music.163.com/song?id=3578449,"Swan Lake, Op. 20: Act 1 - No. 5.Pas de deux:I. Tempo di valse ma non troppo vivo, quasi moderato",London Symphony Orchestra,Tchaikovsky: Swan Lake
https://music.163.com/song?id=27202681,Moonlight Sonata,Ludwig van Beethoven,A Selection of Classical Highlights from The Great Composers
https://music.163.com/song?id=117341,"Nocturne No.20 In C Sharp Minor,Op.Posth",李云迪,Encores
https://music.163.com/song?id=467681669,"Cello Suite No. 1 in G Major, BWV 1007:V. Menuet II - Menuet I",Mstislav Rostropovich,Bach: Suites for Solo Cello Nos 1 - 6
https://music.163.com/song?id=22483837,Les Patineurs - valse [Op. 183] (2005 Digital Remaster),Herbert von Karajan,100 Best Karajan
https://music.163.com/song?id=1213366,"Tritsch-Tratsch Polka, Op. 214",Carlos Kleiber,New Year's Concert 1992
https://music.163.com/song?id=28461163,Take Flight,Lindsey Stirling,Shatter Me
https://music.163.com/song?id=26818412,24 Préludes Op.28:4. In E Minor,Martha Argerich,Chopin: Favourite Piano Pieces
https://music.163.com/song?id=1458729,"Symphony No. 9 in D Minor, Op. 125 - ""Choral"":V. Presto- ""O Freunde, nicht diese T?ne!-Allegro assai",Herbert von Karajan,Beethoven: The 9 Symphonies
https://music.163.com/song?id=1428746590,新海诚的雨,WR-锐,新海诚的雨
https://music.163.com/song?id=28749294,"Nocturne No.19 In E Minor, Op.72 No.1",Maria Joao Pires,Complete Solo Recordings - The Maria João Pires Collection I
https://music.163.com/song?id=18671425,La catedral,John Williams,The Ultimate Guitar Collection
https://music.163.com/song?id=5126682,River Of Light,Faryl Smith,The Best Of The Classical Brits
https://music.163.com/song?id=22517186,"Harpsichord Concerto No. 2 in E Major, BWV 1053:I. —",Bob van Asperen,"Bach: Harpsichord Concertos, BWV 1052-1059"
https://music.163.com/song?id=28344479,Csárdás,Edgar Moreau,Play - Works for Cello and Piano
https://music.163.com/song?id=18277481,Also sprach Zarathustra Op.30 TrV 176:Prelude (Sonnenaufgang),Berliner Philharmoniker,"Strauss, R.: Also sprach Zarathustra; Till Eulenspiegel; Don Juan; Salome's Dance Of The Seven Veils"
https://music.163.com/song?id=1473534,"Violin Concerto In E Minor, Op. 64:I Allegro molto appassionato",Isaac Stern,Tchaikovsky & Mendelssohn: Violin Concertos
https://music.163.com/song?id=4002488,小步舞曲—包凯利尼 Minuet/ Boccherini,Craig Owen and Greg Scot,决斗-Duel
https://music.163.com/song?id=29099236,"Die Walküre, Akt III:Vorspiel",Wiener Philharmoniker,Sommernachtskonzert 2013 (Summer Night Concert 2013) [Live]
https://music.163.com/song?id=1003891,Blott en dag,Iver Kleive,Til Trost
https://music.163.com/song?id=18527863,An Der Schönen Blauen Donau Op.314 (Edit),James Last And His Orchestra,Eighty Not Out
https://music.163.com/song?id=29829090,四小天鹅舞,群星,天鹅湖 [世界古典音乐经典曲]
https://music.163.com/song?id=444389578,Old Macdonald Had A Farm,kidsongs,Teddy Bear Garden Nursery Rhymes
https://music.163.com/song?id=22330988,"Sicilienne, Op. 78 (1997 Digital Remaster)",Pierre Fournier,Icon: Pierre Fournier
https://music.163.com/song?id=1897504151,Wiener Praterleben,Wiener Walzer Solisten,Music of Vienna
https://music.163.com/song?id=22409157,"Symphony No. 25 in G Minor, K. 183:I. Allegro con brio (Excerpt)",Various Artists,50 Best Mozart
https://music.163.com/song?id=29734022,Rinaldo / Act 1:Aria: Cor ingrato,Christopher Hogwood,Handel: Rinaldo - complete opera (Original 1711 Version) HWV7a (3CDs)
https://music.163.com/song?id=27182195,Carmen Suite No. 2:Chanson du Toréador: Allegro moderato** (Act II),Leonard Bernstein,Bernstein Century - Bizet: Carmen Suites & L'Arlésienne Suites
https://music.163.com/song?id=29561577,Beloved,Michael Hoppé,Rarities Vol.1
https://music.163.com/song?id=1003898,"I himmelen, i himmelen",Iver Kleive,Til Trost
https://music.163.com/song?id=33638508,"Orchestral Suite No. 2 in B minor, BWV 1067: VI.Badinerie",Herbert von Karajan,Karajan - Complete Recordings on Deutsche Grammophon (Vol. 2.5 1959-1965)
https://music.163.com/song?id=470759019,As She Passes,Levi Patel,Of Sleep and Time
https://music.163.com/song?id=667120,"Piano Sonata No.8 in A minor, K.310:1. Allegro maestoso",内田光子,Mozart: The Piano Sonatas
https://music.163.com/song?id=97968,旋律,黄蒙拉,Violin Showpieces
https://music.163.com/song?id=1487200067,"Von Himmel hoch, da komm' ich her, BWV 606",Wolfgang Rubsam,Bach: A Musical Genius
https://music.163.com/song?id=20952207,Quel Che Resta,Ludovico Einaudi,I Giorni
https://music.163.com/song?id=1003891,Blott en dag,Iver Kleive,Til Trost
https://music.163.com/song?id=5041142,Bim Bam Boum,Melissa Mars,Mozart L'opera Rock (Complete Recording)
https://music.163.com/song?id=22319191,3 Old Viennese Dances for Violin and Piano:II. Liebesleid (Tempo di Ländler),Franz Rupp,Kreisler plays Kreisler
https://music.163.com/song?id=1992705,More Than Words,Steven Sharp Nelson,The Piano Guys: Hits Volume 1
https://music.163.com/song?id=1501776,"Grave, from the Style of W.F. Bach",Janos Starker,Starker Encore Album
https://music.163.com/song?id=1418454,Quartet No. 1 in D - The Ground Hog,Bruce Duvok,GROUNDHOG DAY: Music From The Original Motion Picture Soundtrack
https://music.163.com/song?id=25042960,"Water Music Suite No. 1, HWV 348:Bourrée",London Classical Players,The Best of Baroque
https://music.163.com/song?id=25936922,"Piano Concerto in A minor, Op.54:I. Allegro affettuoso",Radu Lupu,Grieg / Schumann: Piano Concertos
https://music.163.com/song?id=2123708,"The Four Seasons, Concerto No. 2 in G Minor, RV 315 (Op. 8 No. 2) 'L'estate': III. Presto",Anne-Sophie Mutter,Vivaldi: The Four Seasons
https://music.163.com/song?id=455311723,"The Well-Tempered Clavier, Book 1:No 2 in C minor, BWV847. Movement 2 - Fugue",Angela Hewitt,Bach: The Well-tempered Clavier
https://music.163.com/song?id=467681668,"Cello Suite No. 1 in G Major, BWV 1007:V. Menuet I",Mstislav Rostropovich,Bach: Suites for Solo Cello Nos 1 - 6
https://music.163.com/song?id=115055,"Piano Sonata No.10 In C Major, K.330:2. Andante cantabile",郎朗,Memory
https://music.163.com/song?id=29334584,"Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -""Moonlight"" - 3. Presto agitato",Emil Gilels,"Beethoven: Piano Sonatas Nos.8 ""Pathétique"", 13 & 14 ""Moonlight"""
https://music.163.com/song?id=5220537,"Waltz in A flat, Op.39 No.15",Johannes Brahms,The Best Ever Piano Classics
https://music.163.com/song?id=24453844,"Serenade No.2 in A, Op.16:4. Quasi menuetto - Trio",István Kertész,Most Essential Classical Chill Out Music
https://music.163.com/song?id=36190698,"Ländler, S.211",Franz Liszt,"Liszt: The Complete Music for Solo Piano, Vol.1 - Waltzes"
https://music.163.com/song?id=1501622,"Suite No. 1, BWV 1007, In G:Sarabande",Janos Starker,Bach: Suites for Solo Cello
https://music.163.com/song?id=26217671,Tre Volte Miagola La Gatta In Fregola,Giuseppe Verdi,Macbeth
https://music.163.com/song?id=20090402,Crystallize,Lindsey Stirling,Lindsey Stirling
https://music.163.com/song?id=411494957,"Fantasie-impromptu in C-Sharp Minor, Op. 66 No. 4",Arthur Rubinstein,Chopin: 8 Polonaises - 4 Impromptus
https://music.163.com/song?id=22759971,Salut D'Amour (Edward Elgar),倉本裕基,Piano Affection (Memory of Love)
https://music.163.com/song?id=1649886,Di Capua: 'O Sole Mio,Luciano Pavarotti,Pavarotti & Friends 2
https://music.163.com/song?id=406346476,Cradle Song,Johannes Brahms,The Top 100 Masterpieces of Classical Music
https://music.163.com/song?id=1003876,Air,Aage Kvalbein,Til Trost
https://music.163.com/song?id=27471609,"Cello Suite No. 1 in G Major, BWV 1007:I. Prelude",Alexander Rudin,BACH (THE VERY BEST OF)
https://music.163.com/song?id=1591833,Lagrima (Prelude),Julian Bream,Julian Bream Edition Vol.11: Romantic Guitart
https://music.163.com/song?id=82254,意乱情迷,范宗沛,意外的温柔
https://music.163.com/song?id=1650283,"Flotow: Martha / Act 3 - ""M'appari""",Luciano Pavarotti,Luciano Pavarotti - The Essential Pavarotti - A Selection Of His Greatest Recordings
https://music.163.com/song?id=1325856,Chopin «Notturno»,Eugen Cicero,Jazz meets Classic
https://music.163.com/song?id=1458647,"Symphony No. 5 in C Minor, Op. 67:II. Andante con moto",Herbert von Karajan,Beethoven: The 9 Symphonies
https://music.163.com/song?id=39517016,"Apres Un Reve, Op. 7, No. 1",欧阳娜娜,15
https://music.163.com/song?id=1003883,Eg veit i himmerik ei borg,Iver Kleive,Til Trost
https://music.163.com/song?id=5272918,苏佩《轻骑兵》序曲(选自轻骑兵序曲HRP7156-2,群星,雨果发烧碟5
https://music.163.com/song?id=25813882,“1812”序曲 15,Oregon Symphony,Tchaikovsky Overture 1812
https://music.163.com/song?id=5259431,"Colas Breugnon,Op.24:Overture",Дми́трий Бори́сович Кабале́вский,Supreme Stereo Sound Majesty
https://music.163.com/song?id=5276811,蓝色多瑙河,Johann Strauss II,史上最优美钢琴小品精华
https://music.163.com/song?id=2866057,Song without Words in D Op.109,Jacqueline du Pré,Jacqueline du Pré: The Complete EMI Recordings
https://music.163.com/song?id=5164943,Waltz No.6 in D Flat Op.64 No.1:Minute,Vladimir Ashkenazy,Ultimate Piano Classics
https://music.163.com/song?id=22409159,"Symphony No. 35 in D Major, K. 385, ""Haffner"":IV. Finale (Presto)",Various Artists,50 Best Mozart
https://music.163.com/song?id=441359,"Departures -memory- (From ""Departures"" Soundtrack)",久石譲,Departures (Original Motion Picture Soundtrack)
https://music.163.com/song?id=21513702,"Orfeo ed Euridice, Act I, Scene 1: Chiamo il mio ben così (Orfeo)",Riccardo Muti,Gluck: Orfeo ed Euridice
https://music.163.com/song?id=1003902,Ave Maria,Iver Kleive,Til Trost
https://music.163.com/song?id=1683267,March of the Toreadors from Carmen Suite No. 1,Leonard Bernstein,Grandes Marches
https://music.163.com/song?id=1895498516,"La damnation de Faust, Op. 24, H 111, Pt. 1:Marche hongroise",Wiener Philharmoniker,"Furtwängler Conducts Furtwängler, Strauss, Bruckner & Berlioz"
https://music.163.com/song?id=1489497838,"Six Pieces, Op. 51, TH 143:6. Valse sentimentale. Tempo di Valse",Daniel Lozakovich,Tchaikovsky Cosy Moments
https://music.163.com/song?id=2283006,Forest Hymn,Bill Douglas,A Place Called Morning
https://music.163.com/song?id=554149020,"The Four Seasons: Spring - Concerto No. 1 in E Major, RV 269: I. Allegro",Felix Ayo & I Musici,The Four Seasons
https://music.163.com/song?id=470736153,A Careful Tearing,Levi Patel,Of Sleep and Time
https://music.163.com/song?id=1497455,Mozart: Concerto For Clarinet And Orchestra In A (K. 622),John Barry,Out of Africa [MCA Original Score]
https://music.163.com/song?id=5041143,Ah! Vous dirais-je maman,Claire Perot,Mozart L'opera Rock (Complete Recording)
https://music.163.com/song?id=1003922,Eg ser,Iver Kleive,Til Trost
https://music.163.com/song?id=36226134,"Liebesträume - 3 Notturnos für das Pianoforte S.541:O lieb, so lang du lieben kannst!",Leslie Howard,"Liszt: The Complete Music for Solo Piano, Vol.19 - Liebesträume & the Songbooks"
https://music.163.com/song?id=20768947,Three Preludes:II. Andante con moto e poco rubato,马友友,Made in America
https://music.163.com/song?id=20952120,Divenire,Ludovico Einaudi,Divenire
https://music.163.com/song?id=418209,エジプト発掘 オープニング・テーマ ~チェロ・ソロ~,池頼広,NHKスペシャル エジプト発掘 オリジナルサウンドトラック
https://music.163.com/song?id=25042961,"Te Deum in D Major, H. 146:I. Prelude. Marche en rondeau",Choeurs et Orchestre des Arts Florissants,The Best of Baroque
https://music.163.com/song?id=1690717,German Dance No.1 In C-Major,Leonard Rosenman,Barry Lyndon
https://music.163.com/song?id=559334151,"String Sextet No. 2 in G Major, Op. 36: I. Allegro non troppo",Mandelring Quartett,Brahms: Complete String Sextets
https://music.163.com/song?id=2123723,"The Four Seasons, Concerto No. 3 in F, RV 293 (Op.8 No. 3) 'L'autunno': III. Allegro",Anne-Sophie Mutter,Vivaldi: The Four Seasons
https://music.163.com/song?id=1374348,Variations on the Kanon By Pachelbel,George Winston,George Winston: Seasons in Concert
https://music.163.com/song?id=467681667,"Cello Suite No. 1 in G Major, BWV 1007:IV. Sarabande",Mstislav Rostropovich,Bach: Suites for Solo Cello Nos 1 - 6
https://music.163.com/song?id=82359,"Andantino In E Flat, K236",傅聪,莫扎特钢琴作品集
https://music.163.com/song?id=36297634,"Serenade in C for string trio, Op.10 : Romanza",English Sinfonia,Dohnányi: Violin Concerto No. 2; American Rhapsody; Wedding Waltz; Harp Concertino etc
https://music.163.com/song?id=36190699,"Albumblatt in Walzerform, S.166",Franz Liszt,"Liszt: The Complete Music for Solo Piano, Vol.1 - Waltzes"
https://music.163.com/song?id=455311803,"The Well-Tempered Clavier, Book 2:No 18 in G sharp minor, BWV887. Movement",Angela Hewitt,Bach: The Well-tempered Clavier
https://music.163.com/song?id=26090133,拿波里舞曲 第二幕第13首,Pyotr Ilyich Tchaikovsky,金色大厅中的柴可夫斯基
https://music.163.com/song?id=1501628,"Suite No. 1, BWV 1007, In G:Menuet 1 & 2",Janos Starker,Bach: Suites for Solo Cello
https://music.163.com/song?id=1220372,He's a Pirate (Pirates of the Caribbean theme),David Garrett,David Garrett
https://music.163.com/song?id=5164972,Lieder ohne Worte Op.62:No.6 Allegretto grazioso in A Major -Frühlingslied (Spring Song),András Schiff,Ultimate Piano Classics
https://music.163.com/song?id=27708291,"Waltz No.11 in G Flat, Op.70 No.1",Claudio Arrau,Chopin: 19 Waltzes
https://music.163.com/song?id=472859878,Das Land des L?chelns / Act 1:Freunderl mach' dir nix d'raus,Ingeborg Hallstein,Franz Lehár: Das Land des Lächelns
https://music.163.com/song?id=22509940,Anchors Aweigh,The Band Of HM Royal Marines,The Very Best Of The Royal Marines
https://music.163.com/song?id=26731550,William Tell Overture,Rossini,100% Classics - The Cream Of The Classics
https://music.163.com/song?id=1003880,Gjendines banlat,Iver Kleive,Til Trost
https://music.163.com/song?id=26883017,"Air For The ""G"" String",Johann Sebastian Bach,The Greatest Hits
https://music.163.com/song?id=1591836,Three Mazurkas:Adelita,Julian Bream,Julian Bream Edition Vol.11: Romantic Guitart
https://music.163.com/song?id=32737613,"Ave Maria, CG 89a",Julian Lloyd Webber,Ultimate Cello Classics: The Essential Masterpieces
https://music.163.com/song?id=1458651,"Symphony No. 5 in C Minor, Op. 67:III. Allegro",Herbert von Karajan,Beethoven: The 9 Symphonies
https://music.163.com/song?id=472148640,"Keyboard Sonata In D Minor, Kk.1",Ivo Pogorelich,100 Piano Masterworks
https://music.163.com/song?id=17802288,J. Strauss: River Of Light (The Blue Danube),Faryl Smith,Faryl
https://music.163.com/song?id=465097723,"Mendelssohn - Lieder, S547/R217 (7 Lieder from Mendelssohn, Op, 19a, 34, 47):Mendelssohn - Auf Flugeln des Gesanges (On Wings of Song) (from Op. 34, No. 2), S547/R217, No. 1",Péter Nagy,PAVANE - Classical Favourites for Relaxing and Dreaming
https://music.163.com/song?id=1003922,Eg ser,Iver Kleive,Til Trost
https://music.163.com/song?id=5276818,小星星变奏曲,Wolfgang Amadeus Mozart,史上最优美钢琴小品精华
https://music.163.com/song?id=5280311,经典古典乐I,群星,金耳朵
https://music.163.com/song?id=25813883,降B小调第一钢琴协奏曲作品第23号 20,Oregon Symphony,Tchaikovsky Overture 1812
https://music.163.com/song?id=26090122,杜鹃圆舞曲,Various Artists,发烧古典珍藏 世界著名华尔兹
https://music.163.com/song?id=35760064,"Frühlingsstimmen, Walzer, op. 410",Carl Michalski,Das große Strauss-Festival - Melodien aus dem Land von Sissy
https://music.163.com/song?id=28122927,"Piano Concerto No.19 In F, K.459:1. Allegro Vivace - Cadenza: Wolfgang Amadeus Mozart",Maurizio Pollini,Mozart: Piano Concertos Nos. 23 & 19
https://music.163.com/song?id=20952124,Primavera,Ludovico Einaudi,Divenire
https://music.163.com/song?id=22457232,"Le Carnaval des Animaux, R. 125:XIII. Le cygne (Andantino grazioso) [arr. for Orchestra & Cello]",Various Artists,50 Best Romantic Classics
https://music.163.com/song?id=1003907,O bli hos meg,Iver Kleive,Til Trost
https://music.163.com/song?id=473317241,"Bluebeard's Castle Sz. 48 (Op.11):Door 5. ""Ah!"" ""Lásdez az én birodalmam""",Sylvia Sass,"Bluebeard's Castle, Sz. 48 (Op.11)"
https://music.163.com/song?id=2866236,"Song without Words, Op.109 (1995 Remastered Version)",Jacqueline du Pré,The Very Best of Jacqueline du Pré
https://music.163.com/song?id=1487200049,"Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for Harp by Catrin Finch:Var. 19 a 1 Clav.",Catrin Finch,Bach: A Musical Genius
https://music.163.com/song?id=32737610,The Tale Of Tsar Saltan:The Flight of the Bumble-Bee (Arr. Palmer),Julian Lloyd Webber,Ultimate Cello Classics: The Essential Masterpieces
https://music.163.com/song?id=1892681489,Sonata K. 2 n. 2 in do maggiore: I. Presto,Claudio Ferrarini,Domenico Scarlatti: 2 Sonate trasposte K. 1 & K. 2
https://music.163.com/song?id=426303219,1995,Ólafur Arnalds,Island Songs
https://music.163.com/song?id=461811172,Caricola: Wandering Atoms,Marco Caricola,Innerfin
https://music.163.com/song?id=1003883,Eg veit i himmerik ei borg,Iver Kleive,Til Trost
https://music.163.com/song?id=27900332,Clarinet Quintet in A Major K581:II.Larghetto,Jörg Widmann,Mozart: Clarinet Quintet K581 & String Quartet K421
https://music.163.com/song?id=36226133,Liebesträume - 3 Notturnos für das Pianoforte S.541:Seliger Tod,Leslie Howard,"Liszt: The Complete Music for Solo Piano, Vol.19 - Liebesträume & the Songbooks"
https://music.163.com/song?id=20952124,Primavera,Ludovico Einaudi,Divenire
